Run key soldier,Id,Name,Rank,Salary,Run key Weapon,Regular Or permanent,Recruitment date,Release date 
18141,139558636,Mark Hoffman,Sgan aluf,2370,1102,permanent,1995-08-10,1998-05-06
18142,216440837,Patricia Feurtado,Seren,8338,19533,Regular,2017-09-03,2020-05-30
18143,143888198,Mitsue Goya,Tat aluf,3845,10167,permanent,1990-09-25,1993-06-21
18144,199118159,Carol Lucas,Rav turai,8704,16829,Regular,2005-11-17,2008-08-13
18145,286011833,Edith Mahi,Rav samal,2733,11948,permanent,2002-10-07,2005-07-03
18146,274385400,Jamie Hines,Rav samal rishon,8795,2939,permanent,2003-02-26,2005-11-22
18147,232039022,Wayne Reyes,Seren,2470,16678,permanent,1991-02-08,1993-11-04
18148,116597816,Veronica Johnston,Samal,4606,15371,Regular,1995-10-11,1998-07-07
18149,179510635,Richard Maselli,Rav samal rishon,9307,11199,Regular,1992-03-29,1994-12-24
18150,30449805,Marcos Brannon,Rav turai,8372,16136,permanent,2007-12-31,2010-09-26
18151,33433745,See Caberto,Samal,1584,19235,Regular,2005-05-15,2008-02-09
18152,10457157,James Cochran,Seren,2169,10248,Regular,1999-07-26,2002-04-21
18153,142761194,Wade Koeneman,Turai,7071,16116,permanent,2001-05-10,2004-02-04
18154,148114997,Ada Mitchell,Rav turai,7370,3681,permanent,2018-03-10,2020-12-04
18155,83251984,Andrew Reed,Seren,2102,15554,permanent,1991-12-15,1994-09-10
18156,84536975,Isabelle Taylor,Samal,3717,15441,permanent,2006-08-09,2009-05-05
18157,209435432,Jerry Gunn,Seren,9564,10557,permanent,2016-03-07,2018-12-02
18158,125033927,Sheryl Preston,Rav samal rishon,9045,8037,Regular,2007-06-30,2010-03-26
18159,124468480,Robert Styron,Tat aluf,6210,7336,permanent,2010-07-04,2013-03-30
18160,7224553,Lona Beck,Tat aluf,3117,9550,permanent,1993-10-27,1996-07-23
18161,43217925,Virginia Tada,Rav samal,8812,1300,permanent,2003-01-04,2005-09-30
18162,153342977,Elvira Gonzalez,Aluf mishne,8537,12105,Regular,1993-06-04,1996-02-29
18163,228682143,Danielle Verhoeven,Tat aluf,1887,18414,permanent,2003-09-08,2006-06-04
18164,267211820,Angela Fryer,Aluf mishne,9811,8596,Regular,1992-03-12,1994-12-07
18165,268731448,Carl Metz,Aluf,8606,9343,permanent,1995-09-05,1998-06-01
18166,166710780,Phillip Bray,Aluf,9784,14245,Regular,1995-11-25,1998-08-21
18167,64079230,Monique Reddish,Samal,2041,12099,permanent,2006-12-24,2009-09-19
18168,225950317,Joshua Petch,Rav turai,3002,16820,permanent,2012-08-25,2015-05-22
18169,125743606,Tom Bartholomew,Rav samal,9747,65,Regular,2004-10-29,2007-07-26
18170,183109341,Geneva Edwards,Sgan aluf,4536,5876,permanent,1991-03-03,1993-11-27
18171,234051610,Trisha Sullivan,Seren,5616,7397,Regular,1998-02-27,2000-11-23
18172,276411187,Carl Braswell,Seren,6951,15245,Regular,2003-12-19,2006-09-14
18173,143591765,Madelyn Monsivais,Sgan aluf,2590,12945,Regular,2009-08-25,2012-05-21
18174,137333839,Thomas Woods,Seren,2676,13339,Regular,2002-01-30,2004-10-26
18175,279272703,Jane Bartley,Rav turai,9054,4619,Regular,2011-10-07,2014-07-03
18176,246007793,Simone Robertson,Rav samal,3577,4105,Regular,2004-03-25,2006-12-20
18177,92091375,Melissa Currier,Seren,6936,8320,permanent,1996-03-12,1998-12-07
18178,81295368,Ruby Myers,Seren,6567,7359,permanent,2018-07-09,2021-04-04
18179,236434420,Kevin Hudson,Seren,9719,8402,permanent,1992-09-29,1995-06-26
18180,200150094,John Haverstock,Rav samal rishon,7926,8734,permanent,1995-10-07,1998-07-03
18181,43024275,William Zahm,Seren,5777,1764,permanent,2006-02-19,2008-11-15
18182,229007500,Joan Fisher,Aluf mishne,4382,14500,Regular,1992-06-09,1995-03-06
18183,60627763,Larry Musty,Sgan aluf,9860,2533,Regular,1997-04-30,2000-01-25
18184,220797840,Samantha Paradis,Rav samal rishon,2722,17928,permanent,2013-04-19,2016-01-14
18185,217996311,Tiffany Williams,Samal,6351,12055,Regular,1995-04-15,1998-01-09
18186,221027726,Hazel Shady,Rav samal,6258,15447,Regular,2007-05-09,2010-02-02
18187,246543693,Donald Hernandez,Rav samal,6152,1056,permanent,2008-11-04,2011-08-01
18188,109493408,Joyce Pittman,Samal,6390,17100,Regular,1991-06-21,1994-03-17
18189,194176887,Kari Key,Aluf mishne,4142,9079,permanent,2015-07-17,2018-04-12
18190,59973990,Franklin Wilkins,Rav turai,9664,5076,permanent,1992-08-10,1995-05-07
18191,294351025,John Brown,Turai,7257,6296,Regular,1990-06-10,1993-03-06
18192,110488362,Amy Tower,Rav samal,5255,4244,Regular,1995-06-29,1998-03-25
18193,77180105,Carl Stjacques,Turai,5132,15148,permanent,2010-11-20,2013-08-16
18194,289071283,Georgianna Cabrera,Rav samal,5109,12534,permanent,2002-05-29,2005-02-22
18195,106321036,Myron Porterfield,Rav turai,7633,6098,Regular,2002-09-26,2005-06-22
18196,10720143,Debra Woods,Turai,1723,1440,Regular,2017-04-15,2020-01-10
18197,136713378,Kenneth Ellis,Rav samal,8925,14293,permanent,2007-12-13,2010-09-08
18198,152450987,Richard Soron,Rav turai,5846,14929,Regular,2013-08-31,2016-05-27
18199,182349406,Nathan Waldman,Samal,9217,19210,permanent,1994-07-08,1997-04-03
18200,117880545,Robert Martinez,Aluf,4011,14981,Regular,1991-04-26,1994-01-20
18201,4502677,Jason Guild,Rav turai,2910,3213,Regular,2004-01-08,2006-10-04
18202,182076604,Barbara Parham,Turai,9366,14755,Regular,2000-02-04,2002-10-31
18203,117031066,Amy Brown,Turai,3743,16886,Regular,2001-05-30,2004-02-24
18204,298037091,Jessica Decker,Turai,9300,16757,Regular,1990-08-29,1993-05-25
18205,120908463,Joe Ahmad,Rav samal rishon,3735,11941,Regular,2014-09-11,2017-06-07
18206,166170648,Melinda Smith,Turai,6636,18273,Regular,2007-11-02,2010-07-29
18207,272826085,Wade Worthington,Rav samal,9279,15389,Regular,2002-03-29,2004-12-23
18208,29576172,Helen Malott,Samal,7244,251,Regular,2018-04-20,2021-01-14
18209,231422365,Eli Corrigan,Seren,2045,16142,Regular,1997-11-23,2000-08-19
18210,59476634,Dennis Fitzgerald,Seren,4213,8750,permanent,2006-10-15,2009-07-11
18211,299357436,Martha Witt,Turai,3573,16253,Regular,2007-04-19,2010-01-13
18212,83311590,Mark Marquardt,Turai,8981,3176,Regular,1994-02-20,1996-11-16
18213,8232673,John Rantz,Samal,3933,3090,permanent,1996-08-18,1999-05-15
18214,145837570,James Kincaid,Rav seren,7404,7947,Regular,1992-09-29,1995-06-26
18215,145686132,John Hernandez,Samal,3234,4584,permanent,2014-05-24,2017-02-17
18216,158196707,Timothy Moore,Seren,2980,17154,permanent,1991-07-14,1994-04-09
18217,177313977,Sharon Yarbrough,Rav samal,2990,3647,permanent,2003-09-10,2006-06-06
18218,51014772,Lisa Jones,Turai,3742,19974,permanent,1996-11-04,1999-08-01
18219,250181027,Stephanie Harris,Rav turai,2999,18639,Regular,2016-10-12,2019-07-09
18220,144826505,Rosa Yoshimura,Samal,6219,15049,permanent,1991-11-15,1994-08-11
18221,105176503,Mel Shah,Samal,4601,165,Regular,2002-11-15,2005-08-11
18222,123715021,Kenny Cotton,Rav samal rishon,2649,14666,permanent,2009-10-19,2012-07-15
18223,202999419,Peter Huges,Tat aluf,2421,10263,Regular,1992-09-05,1995-06-02
18224,234711385,Shawn Roy,Seren,5250,12375,Regular,2013-10-04,2016-06-30
18225,230234832,Robert Kafer,Tat aluf,6704,12623,Regular,2003-04-04,2005-12-29
18226,242042105,John Leblanc,Aluf,8375,3303,permanent,2005-02-17,2007-11-14
18227,51191515,Muriel Gargiulo,Seren,9112,10552,permanent,2009-07-15,2012-04-10
18228,257427641,Brian Perez,Tat aluf,2669,19172,Regular,1999-04-22,2002-01-16
18229,42021312,Shirley Hess,Rav samal rishon,2718,2042,permanent,1992-02-11,1994-11-07
18230,213125162,Josephine Harvey,Rav samal,9855,18530,permanent,1992-12-29,1995-09-25
18231,215614552,Kathleen Rader,Samal,9759,7630,permanent,2013-04-28,2016-01-23
18232,151437241,Sharon Stephenson,Rav turai,3399,14696,permanent,1997-04-22,2000-01-17
18233,198410276,Richard Millard,Rav samal,3060,12665,permanent,1999-09-04,2002-05-31
18234,52469632,Darrell Kaplan,Aluf mishne,2314,19628,permanent,2015-04-28,2018-01-22
18235,213374012,Rosie Pierce,Rav samal,7619,6570,Regular,2018-02-12,2020-11-08
18236,283416062,Jonathan Wedekind,Rav samal rishon,5385,17154,Regular,2017-05-12,2020-02-06
18237,4113360,Helen Gardner,Sgan aluf,1593,12589,permanent,1996-03-26,1998-12-21
18238,180601933,Kevin Mercer,Rav samal,4554,4296,Regular,2010-11-26,2013-08-22
18239,113416334,Curtis Tandy,Sgan aluf,4087,3595,permanent,2001-08-13,2004-05-09
18240,35400359,Norris Hirtz,Rav turai,2926,17174,permanent,2010-10-09,2013-07-05
18241,151725609,Rubin Court,Samal,4685,13847,Regular,2017-07-03,2020-03-29
18242,177139204,Sherman Young,Rav turai,2982,17961,permanent,2014-03-27,2016-12-21
18243,282232454,Irene Cottman,Sgan aluf,2859,6776,Regular,1994-04-22,1997-01-16
18244,113713706,Mary Smith,Turai,9350,4279,Regular,2004-07-13,2007-04-09
18245,237113439,Bobby Lee,Samal,3641,16191,Regular,2002-05-16,2005-02-09
18246,167813608,Suzanne Norman,Sgan aluf,6328,9046,Regular,2018-10-24,2021-07-20
18247,278607122,Louise Briggs,Seren,7470,19571,Regular,1999-11-08,2002-08-04
18248,4811086,Rebecca Ferrante,Rav turai,2272,4881,permanent,1995-02-19,1997-11-15
18249,53668187,Charles Frazier,Turai,9452,13478,Regular,2004-07-24,2007-04-20
18250,67407711,Shayla Tyson,Rav samal rishon,1538,10516,permanent,2002-10-04,2005-06-30
18251,218245168,Jill Brown,Rav samal rishon,1963,9961,permanent,1992-10-06,1995-07-03
18252,247037378,Timothy Hodge,Turai,6525,8189,permanent,1990-06-09,1993-03-05
18253,129113988,Bob Jackman,Rav samal,6092,12017,permanent,1996-04-18,1999-01-13
18254,12161550,Lovie Schwartz,Rav seren,5445,3075,permanent,1999-11-27,2002-08-23
18255,81026331,Esther Kelly,Turai,2915,997,permanent,2014-10-25,2017-07-21
18256,164372244,Rose Thomas,Seren,2450,13789,permanent,2014-06-05,2017-03-01
18257,217897623,Rachel Simpson,Samal,3730,976,Regular,2017-11-14,2020-08-10
18258,187875960,Monica Hammond,Rav turai,7998,17764,permanent,2004-12-05,2007-09-01
18259,159486953,David Brady,Turai,5523,17529,permanent,2014-01-25,2016-10-21
18260,189731967,Mary Rivera,Rav samal rishon,4983,4762,Regular,2001-10-04,2004-06-30
18261,150028629,Johnny Rogers,Samal,9220,12446,permanent,2003-02-17,2005-11-13
18262,214794037,John Balius,Samal,8249,18081,Regular,2005-06-02,2008-02-27
18263,37989890,Kurt Ho,Samal,9252,17245,permanent,2000-01-31,2002-10-27
18264,111537014,Tyler Darrow,Samal,8705,12834,permanent,1992-12-28,1995-09-24
18265,248139491,Rose Sanders,Rav turai,2759,6871,Regular,2005-04-20,2008-01-15
18266,13851075,Michael Drummond,Aluf,4406,3008,Regular,1993-01-07,1995-10-04
18267,145102547,Rebecca Teske,Turai,7233,15712,permanent,2007-05-25,2010-02-18
18268,72456028,Andrea Rubio,Seren,8375,553,Regular,2000-03-14,2002-12-09
18269,235976784,William Butler,Aluf,1557,780,Regular,2011-03-21,2013-12-15
18270,24904983,Clarence Greene,Rav samal rishon,9088,2886,permanent,2015-03-16,2017-12-10
18271,285172792,William Bristow,Samal,7062,15210,permanent,1996-12-30,1999-09-26
18272,14310325,Pam Young,Seren,7338,6086,permanent,2017-01-25,2019-10-22
18273,52335002,Rochelle Ricketts,Seren,4226,18453,permanent,2014-02-04,2016-10-31
18274,33903322,Stephane Gillman,Aluf,3892,1863,Regular,2018-06-03,2021-02-27
18275,257580539,Stephen Green,Seren,2512,13146,Regular,2005-02-27,2007-11-24
18276,212013974,Ronnie Pruett,Aluf mishne,4592,13712,permanent,2001-07-16,2004-04-11
18277,44519003,Irene Finnemore,Seren,9854,11862,Regular,2002-10-02,2005-06-28
18278,158774206,Maurice Robinson,Rav samal,6524,3820,Regular,2000-12-12,2003-09-08
18279,77553321,Dennis Smith,Rav turai,9555,14706,Regular,2012-08-04,2015-05-01
18280,131889573,Mike Dulle,Rav turai,2740,8324,permanent,1991-09-09,1994-06-05
18281,121928796,Michael Rhymes,Rav samal rishon,4389,5754,permanent,2005-03-21,2007-12-16
18282,22015990,Mary Askew,Rav samal rishon,9244,9234,permanent,1991-09-14,1994-06-10
18283,3219111,Howard Washington,Seren,5521,7147,Regular,2002-12-17,2005-09-12
18284,187963457,Corine Borchardt,Rav samal,8285,14444,permanent,1993-08-15,1996-05-11
18285,43628270,Joe Darden,Tat aluf,2116,2236,permanent,2007-10-07,2010-07-03
18286,16472701,Alice Odonnell,Rav turai,2222,10306,Regular,1997-03-27,1999-12-22
18287,32731263,Brad Clark,Rav samal,3380,4385,permanent,1998-09-28,2001-06-24
18288,196254494,Vergie Pratt,Rav samal,6518,3745,Regular,2002-05-23,2005-02-16
18289,133784971,Linda Conway,Seren,6137,18854,Regular,2012-04-03,2014-12-29
18290,62852656,Gretchen Delvalle,Tat aluf,4728,206,Regular,2013-12-17,2016-09-12
18291,285205170,Tess Bridges,Aluf mishne,6109,13568,Regular,2011-05-26,2014-02-19
18292,258140226,Lydia Hughes,Tat aluf,6095,11580,permanent,2008-08-07,2011-05-04
18293,74241184,Sara Hernandez,Turai,2226,1361,Regular,1993-12-31,1996-09-26
18294,247307208,Nina Winegarden,Samal,9428,1731,Regular,2014-05-10,2017-02-03
18295,141129118,Julie Harian,Rav samal rishon,9221,11670,permanent,2014-07-26,2017-04-21
18296,21173759,Joesph Moore,Rav samal rishon,4876,1872,Regular,1997-04-13,2000-01-08
18297,181641056,Michelle Rivera,Rav samal,3982,6098,Regular,2006-06-13,2009-03-09
18298,17763003,Shirley Hamilton,Turai,7634,7748,Regular,2000-12-13,2003-09-09
18299,242863576,Elizabeth Lechner,Aluf,4457,1425,Regular,2003-02-14,2005-11-10
18300,288932537,Helen Mcgee,Rav turai,4570,8146,permanent,2017-04-09,2020-01-04
18301,152037651,Mary Deluca,Seren,3777,14143,Regular,1994-07-31,1997-04-26
18302,237636954,Rufus Mcallister,Turai,7817,5192,Regular,1991-12-17,1994-09-12
18303,159800760,Jonathan Gains,Rav seren,2732,7949,permanent,1998-02-28,2000-11-24
18304,174012373,Marina Weiss,Rav turai,7319,16645,Regular,2016-08-07,2019-05-04
18305,165789196,Kristina Buck,Rav samal rishon,6008,15336,Regular,2012-05-10,2015-02-04
18306,1242638,Scott Vernon,Rav samal,6015,4712,Regular,2012-04-25,2015-01-20
18307,177019642,Dorothy Furlow,Samal,3046,10142,permanent,2014-08-06,2017-05-02
18308,245346533,Christina Beltrame,Rav samal rishon,1665,7896,Regular,2016-09-25,2019-06-22
18309,232378139,James Burt,Tat aluf,7070,8390,Regular,1995-07-15,1998-04-10
18310,243404065,Thomas Rascon,Aluf mishne,5551,246,permanent,2010-05-07,2013-01-31
18311,51556075,Christopher Porter,Tat aluf,6026,1390,Regular,2013-11-23,2016-08-19
18312,184001925,Anna Kail,Rav turai,1725,2461,Regular,2011-10-06,2014-07-02
18313,23314050,Keith Carver,Turai,5438,648,permanent,2006-10-11,2009-07-07
18314,281643720,Christel Julca,Rav turai,1820,14302,Regular,2012-05-26,2015-02-20
18315,100989049,Betty Rucker,Aluf,8726,12045,Regular,2004-10-08,2007-07-05
18316,123775627,Carl Minteer,Rav turai,7479,9885,Regular,1994-04-01,1996-12-26
18317,136148396,Sarah Gluck,Rav samal rishon,2845,19804,permanent,2009-06-11,2012-03-07
18318,225019271,Joshua England,Rav samal rishon,3535,7361,Regular,1992-04-06,1995-01-01
18319,171807429,Lucia Sills,Rav turai,7198,5614,Regular,2012-05-09,2015-02-03
18320,113147373,Berniece Dunn,Tat aluf,1792,3203,Regular,1995-09-22,1998-06-18
18321,19156542,Stephen Briseno,Sgan aluf,3642,1698,Regular,1999-03-31,2001-12-25
18322,125004330,Jean Hoover,Seren,6736,5111,permanent,2001-03-29,2003-12-24
18323,274039588,Rosemary Puertas,Seren,6482,12142,permanent,2011-12-03,2014-08-29
18324,168621096,Bobby Walker,Rav turai,6389,17162,permanent,1992-02-14,1994-11-10
18325,106391556,Morris Stenberg,Seren,8793,5568,Regular,1998-10-04,2001-06-30
18326,92104885,Miriam Levitt,Rav samal,7694,15810,permanent,2012-03-11,2014-12-06
18327,190634154,Margaret Riddle,Sgan aluf,3584,17594,Regular,2003-06-01,2006-02-25
18328,230965641,Theresa Read,Rav samal rishon,7187,4040,permanent,2010-11-07,2013-08-03
18329,171057333,Helen Chambers,Seren,9770,1883,permanent,2001-07-26,2004-04-21
18330,117774302,Jan Nakagawa,Rav samal rishon,6159,18107,Regular,2000-12-13,2003-09-09
18331,45497006,Charles Snyder,Seren,6991,8295,permanent,2016-05-31,2019-02-25
18332,20254515,Nicole Cuneo,Seren,2581,6185,Regular,1991-06-05,1994-03-01
18333,105349550,Robert Simpson,Seren,2341,5452,permanent,2018-05-22,2021-02-15
18334,5291994,Michelle Galindo,Sgan aluf,4842,17488,permanent,1996-09-19,1999-06-16
18335,54449715,Kathy Richey,Aluf,6649,6483,Regular,2012-01-25,2014-10-21
18336,123955602,Sammy Wireman,Turai,5725,15031,permanent,1993-08-12,1996-05-08
18337,196560404,Samantha Mckinney,Seren,8424,19465,Regular,1999-03-17,2001-12-11
18338,145707922,Heather Constantine,Rav turai,1740,6469,permanent,2009-09-12,2012-06-08
18339,216402535,Henry Boone,Rav seren,9883,14928,Regular,2014-11-06,2017-08-02
18340,183796751,Salvador Cruz,Turai,8565,14530,Regular,1993-03-04,1995-11-29
18341,16158524,David Davis,Tat aluf,2044,1601,Regular,2001-02-26,2003-11-23
18342,282033193,Paula Woods,Turai,2345,1312,permanent,1990-05-14,1993-02-07
18343,261215984,George Grant,Sgan aluf,3902,7187,Regular,2003-12-15,2006-09-10
18344,84167980,Karen Taylor,Samal,6852,18356,Regular,2003-09-16,2006-06-12
18345,84290559,Eunice Parker,Rav turai,6310,13044,Regular,2016-08-17,2019-05-14
18346,251607211,Sue Dibble,Sgan aluf,6798,19444,Regular,1992-01-25,1994-10-21
18347,179308488,Jesusa Suter,Rav turai,6641,14330,permanent,2007-09-16,2010-06-12
18348,66017099,Lois Corey,Aluf,4924,14242,Regular,2006-08-07,2009-05-03
18349,275116460,Lillie Moore,Sgan aluf,4193,1063,permanent,2000-08-03,2003-04-30
18350,153187047,Bernita Dickinson,Rav samal rishon,8352,35,Regular,2008-08-10,2011-05-07
18351,220009982,Glady Robbins,Turai,8020,18531,Regular,1995-08-27,1998-05-23
18352,206981080,Barbara Linthicum,Samal,9541,16865,Regular,2007-11-22,2010-08-18
18353,49004357,Alexandra Armstrong,Rav samal rishon,6289,19090,Regular,2017-07-05,2020-03-31
18354,209706518,Twanda Morton,Samal,1723,14209,permanent,2012-08-20,2015-05-17
18355,130182426,Martha Fitzpatrick,Sgan aluf,2663,11020,permanent,1997-09-08,2000-06-04
18356,99806685,Catharine Ramirez,Rav samal,7815,7125,permanent,1992-06-28,1995-03-25
18357,56594973,Paul Perry,Aluf mishne,6963,16021,permanent,2003-09-18,2006-06-14
18358,33234749,Kristine Foutch,Samal,6456,2482,permanent,2012-08-15,2015-05-12
18359,135468592,Rebecca Miller,Samal,1991,10377,permanent,2013-02-22,2015-11-19
18360,90232807,Gerald Stevenson,Seren,3528,5410,permanent,1992-07-29,1995-04-25
18361,245610993,Cathy Cruz,Samal,8010,811,Regular,2015-05-09,2018-02-02
18362,8825308,Rodney Orr,Seren,2298,1514,permanent,2000-06-18,2003-03-15
18363,52194796,Helen Gariepy,Seren,7563,7717,permanent,2015-09-16,2018-06-12
18364,120773125,Lisa Daugherty,Tat aluf,6277,17284,Regular,1993-05-13,1996-02-07
18365,80171568,Ettie Pierson,Rav turai,9062,821,permanent,1990-10-07,1993-07-03
18366,209150216,Sonia Gibbs,Rav samal,9530,9410,Regular,1997-02-02,1999-10-30
18367,72620155,Rhonda Schweitzer,Rav turai,6051,14687,permanent,1994-11-26,1997-08-22
18368,169141804,Elliot Puckett,Tat aluf,9150,2561,permanent,2008-10-25,2011-07-22
18369,211399511,Fred Hicks,Seren,6483,15934,Regular,2012-04-20,2015-01-15
18370,54210081,Suzanne Averill,Rav turai,9469,15742,permanent,2002-03-21,2004-12-15
18371,289619741,Helen Bickel,Sgan aluf,2967,1533,Regular,2009-01-31,2011-10-28
18372,208246713,Jose Lauria,Aluf,8496,7528,Regular,2008-12-01,2011-08-28
18373,182441753,Robert Harris,Seren,5830,7700,Regular,2007-11-08,2010-08-04
18374,264629256,Manuel Cervantez,Rav samal,7124,14002,Regular,2000-07-31,2003-04-27
18375,151726629,John Smith,Tat aluf,6043,11991,permanent,2017-09-03,2020-05-30
18376,84306527,Terri Sharp,Rav samal rishon,3562,3691,permanent,2015-10-12,2018-07-08
18377,9960496,John Browning,Rav samal,7283,1638,permanent,1990-09-26,1993-06-22
18378,129824846,Aline Garcia,Rav samal rishon,2894,737,permanent,2002-04-26,2005-01-20
18379,55686486,James Neal,Rav turai,5896,136,Regular,2000-03-15,2002-12-10
18380,132578497,Edgar Kin,Seren,8220,4737,Regular,2018-02-20,2020-11-16
18381,77874127,Tammy Raman,Aluf,4729,16367,Regular,2005-10-06,2008-07-02
18382,32924611,Earl Gordon,Sgan aluf,9037,15720,permanent,2009-04-30,2012-01-25
18383,185649938,Ronald Brandi,Rav samal,3104,15278,permanent,2002-11-22,2005-08-18
18384,196721269,John Duncan,Samal,7625,5734,permanent,1993-08-15,1996-05-11
18385,75538505,Josephine Escobar,Rav turai,4056,2233,Regular,2008-11-25,2011-08-22
18386,10734017,David Hovis,Samal,7416,17744,Regular,1997-03-07,1999-12-02
18387,108022264,Raymond Burrows,Rav turai,8959,12450,Regular,2004-08-02,2007-04-29
18388,95977848,Gail Ellis,Seren,2374,18314,permanent,2009-01-06,2011-10-03
18389,94741944,Patricia Terepka,Samal,9552,5743,Regular,2002-09-05,2005-06-01
18390,249297204,Linnie Cannon,Rav samal rishon,9995,6665,permanent,1990-12-29,1993-09-24
18391,48022416,Douglas Forester,Seren,8412,397,permanent,2005-05-24,2008-02-18
18392,120595227,Karen Hatch,Rav turai,1805,733,Regular,1991-07-31,1994-04-26
18393,215196228,Brandon Wageman,Seren,2547,9752,Regular,2013-10-28,2016-07-24
18394,294303308,Scott Hanson,Rav samal,6229,5351,Regular,2007-02-22,2009-11-18
18395,154767735,Adelia Stachowiak,Samal,2117,9515,Regular,2018-11-09,2021-08-05
18396,50441254,Barbara Salazar,Rav samal rishon,8441,7460,permanent,2007-01-27,2009-10-23
18397,244835696,Mary Haydon,Turai,6347,5250,Regular,2016-05-29,2019-02-23
18398,105294811,Bertha Ridenour,Aluf,6573,8288,permanent,1990-09-17,1993-06-13
18399,127159624,Andrew Peace,Rav samal,6341,16125,Regular,2010-04-25,2013-01-19
18400,35782479,Willie Anderson,Samal,4128,4003,Regular,2013-01-22,2015-10-19
18401,137879279,Tim Oglesby,Samal,4341,804,Regular,2008-03-11,2010-12-06
18402,65668506,Linda Brown,Rav turai,5677,14427,permanent,2017-10-12,2020-07-08
18403,199925838,Andrew Maple,Rav turai,5010,18946,permanent,2001-11-02,2004-07-29
18404,167660999,Richard Knisely,Samal,8355,4592,Regular,2001-07-28,2004-04-23
18405,37453497,Shannon Russotti,Rav samal,5232,8700,permanent,2013-05-09,2016-02-03
18406,51629666,Sandi Skeete,Seren,3412,12514,Regular,1990-12-12,1993-09-07
18407,188893901,Timmy Dominguez,Samal,4259,2251,permanent,2008-07-17,2011-04-13
18408,223075758,Nick Rouleau,Seren,6498,11728,Regular,2012-02-13,2014-11-09
18409,165467660,Florencia Borek,Rav samal rishon,2010,3272,Regular,2001-11-20,2004-08-16
18410,170816126,Jim Belcher,Rav seren,9510,4089,Regular,2017-04-10,2020-01-05
18411,164287855,Devon Hannah,Rav turai,7503,9643,Regular,2005-01-11,2007-10-08
18412,162959426,Mark Moore,Rav samal rishon,5830,7059,permanent,2005-02-01,2007-10-29
18413,52738367,Anna Shelvey,Rav seren,4636,7949,Regular,1998-11-24,2001-08-20
18414,46043204,Jeffrey Matthews,Turai,5771,609,permanent,1992-07-10,1995-04-06
18415,110042316,Renda Fabert,Seren,2867,2944,Regular,1990-08-12,1993-05-08
18416,24012008,Jean Harper,Rav samal,3687,6892,Regular,2002-04-09,2005-01-03
18417,157303047,Mandy Every,Rav samal rishon,7096,7113,permanent,1993-07-27,1996-04-22
18418,254463102,Major Smith,Rav samal,3351,13848,Regular,1995-09-11,1998-06-07
18419,160735776,Louise Thomas,Rav turai,4107,4482,permanent,1997-10-25,2000-07-21
18420,4619481,Richard Doerr,Rav turai,7445,505,Regular,2015-10-04,2018-06-30
18421,231858597,Arturo Mccutcheon,Rav turai,1608,2318,permanent,1997-05-26,2000-02-20
18422,258595547,Jules Rahn,Seren,8029,11855,Regular,2012-10-01,2015-06-28
18423,293255136,Louis Lewis,Seren,3404,16991,Regular,2017-02-22,2019-11-19
18424,211678247,Carol Banner,Turai,2300,17465,Regular,2006-12-06,2009-09-01
18425,73730518,Alita Bonner,Rav samal rishon,4244,4141,permanent,1997-07-31,2000-04-26
18426,38596184,Joseph Peeler,Rav seren,9801,11750,permanent,2017-06-22,2020-03-18
18427,189362804,Mi Germany,Samal,6604,10681,permanent,2011-03-06,2013-11-30
18428,43507814,Kimberly Kerr,Seren,8810,616,Regular,2001-02-27,2003-11-24
18429,101302734,Nick Clayton,Aluf,6867,8650,Regular,2005-01-10,2007-10-07
18430,14319680,Karen Pack,Rav turai,2798,5433,permanent,1990-04-08,1993-01-02
18431,76243802,Richard Puckett,Aluf mishne,1532,1043,permanent,2004-01-09,2006-10-05
18432,26962928,Chris Ross,Seren,3494,12508,permanent,1994-03-20,1996-12-14
18433,128184974,Pearl Vaughn,Aluf,8892,1003,Regular,2010-01-19,2012-10-15
18434,268212508,Wilma Chaplin,Rav samal rishon,1717,14636,permanent,2016-07-13,2019-04-09
18435,282354401,Nancy Stafford,Rav samal rishon,7370,1958,permanent,1993-10-26,1996-07-22
18436,52423634,Herbert Allen,Samal,8656,9027,Regular,2003-05-12,2006-02-05
18437,25211490,Terry Gonzalez,Turai,9107,65,Regular,2009-12-23,2012-09-18
18438,114093106,Dave Britton,Rav seren,8984,9926,permanent,1993-08-18,1996-05-14
18439,226906116,Una Wayne,Turai,8841,16124,permanent,1994-01-14,1996-10-10
18440,222677780,Brian Libel,Samal,5864,881,Regular,2006-09-13,2009-06-09
18441,242264601,Esther Mills,Rav samal rishon,1807,18150,Regular,2009-01-16,2011-10-13
18442,180348211,Michael Carleton,Sgan aluf,5199,5132,permanent,2004-07-08,2007-04-04
18443,39895692,Mary Clark,Samal,5683,4912,Regular,2016-03-08,2018-12-03
18444,100947373,David Cantu,Aluf,3574,8272,permanent,2015-11-03,2018-07-30
18445,84502338,Charlotte King,Turai,1815,8539,permanent,2008-12-20,2011-09-16
18446,20508691,William Newman,Sgan aluf,6356,6871,Regular,1999-12-01,2002-08-27
18447,124442506,Nettie Hollingsworth,Rav turai,6802,5060,Regular,2015-03-05,2017-11-29
18448,172536048,Rachel Nestor,Aluf,3535,14811,permanent,2014-07-22,2017-04-17
18449,206772928,Charlie Erickson,Rav turai,9734,18807,permanent,2012-01-16,2014-10-12
18450,131746922,Amy Rauser,Turai,2779,19580,Regular,2003-01-27,2005-10-23
