Run key adviser,Id,Name,Certification,Salary,Force,Specialty 
17784,256984147,Dolores Meeter,Microbiology,25010,Air,Lebanon
17785,324154806,Steve Garey,Biochemistry,15078,Armored,Enemy-psychology
17786,936513969,Brent Collins,Automotive Enginee,19502,Air,Explosives
17787,510531493,Pamela Hughes,Chemistry,11922,Intelligence,Gaza
17788,805827242,Crystal Brown,Biochemistry,28865,Intelligence,Firearms
17789,265959861,Donald Quivers,geology ,12538,Air,Animal training
17790,407986994,David Young,Biochemistry,8605,Air,Firearms
17791,175591217,Thomas Colter,Chemistry,20044,Infantry,Gaza
17792,296290794,Micheal Cunningham,Physics,15046,Air,Gaza
17793,70493421,Dan Greer,Computer Engineer,15007,Armored,Gaza
17794,76996162,Raymond Bridges,geology ,15361,Infantry,Explosives
17795,834639768,Daniel Turner,geology ,21175,Air,Gaza
17796,884226356,Elaine Clum,Chemical Engineer,5677,Armored,Egypt
17797,491313175,Elizabeth Shannon,Botany,20111,Intelligence,Gaza
17798,493324285,Howard Barker,Botany,21103,Navy,Explosives
17799,108469360,James Olson,Microbiology,15146,Armored,Gaza
17800,729237817,Joshua Lucero,geology ,17569,Armored,Health-care
17801,133189203,Wayne Blackburn,Astronomy,9399,Armored,Explosives
17802,376531566,Beth Arevalo,Physics,22990,Infantry,Gaza
17803,998223088,Elise Crawford,geology ,7229,Navy,Syria
17804,779309377,Deborah Gilliland,Biochemistry,10830,Navy,Syria
17805,637051563,Shelia Spaulding,Computer Engineer,21906,Navy,Firearms
17806,708064645,Tammy Gwynn,Physics,5517,Infantry,Syria
17807,774139628,Fred Brosius,Chemical Engineer,11736,Armored,Lebanon
17808,169669477,Andrea Churchwell,Biochemistry,23023,Infantry,Firearms
17809,252286049,Mark Norton,Automotive Enginee,5276,Intelligence,Finance
17810,454648294,Tana Teegarden,geology ,12943,Armored,Enemy-psychology
17811,529212328,Martin Womac,Astronomy,29941,Armored,Syria
17812,268764007,Robert Ashby,geology ,18644,Intelligence,Animal training
17813,456281125,Thelma Maples,Computer Engineer,17160,Navy,Egypt
17814,668271002,Yvonne Byrd,geology ,28781,Navy,Animal training
17815,400732986,Mary Burgess,Astronomy,24887,Armored,Finance
17816,647018228,Susan Sims,Physics,5214,Navy,Syria
17817,665076254,Fred Penner,Automotive Enginee,16865,Intelligence,Lebanon
17818,221144005,Laura Hall,Zoology,6120,Infantry,Animal training
17819,689027690,Leo Selover,Zoology,3003,Armored,Explosives
17820,34283693,Trent Lunsford,Zoology,25262,Armored,Enemy-psychology
17821,698050822,Carla Liu,Chemical Engineer,15747,Intelligence,Finance
17822,980993971,Norma Dickow,Chemical Engineer,15631,Air,Egypt
17823,248555983,Shannon Hudson,Automotive Enginee,20854,Infantry,Explosives
17824,959453614,Tara Perez,geology ,5522,Infantry,Enemy-psychology
17825,815988873,Jaime Anderson,Chemistry,8477,Intelligence,Finance
17826,523214832,Roberta Gordillo,Microbiology,24241,Navy,Egypt
17827,555600555,Monica Hicks,Chemistry,17519,Navy,Syria
17828,718678818,Rolande Gronewald,Botany,10393,Infantry,Egypt
17829,614751444,Chris Porter,Zoology,22583,Navy,Syria
17830,372082576,Christopher Pacheco,Zoology,28774,Intelligence,Egypt
17831,307411206,Michael Crisafi,Chemical Engineer,10620,Infantry,Firearms
17832,174039141,Kelsi Mitchell,Microbiology,20549,Armored,Enemy-psychology
17833,172902824,Jared Foreman,Zoology,24654,Intelligence,Health-care
17834,250559360,Ramon Mcnally,Botany,15417,Navy,Finance
17835,164371716,Theresa Martin,Chemical Engineer,4907,Navy,Firearms
17836,877791438,Christine Schradle,Microbiology,9281,Navy,Health-care
17837,477599251,Carla Watkin,Astronomy,8602,Navy,Syria
17838,830723760,Ada Johnson,Physics,10042,Infantry,Gaza
17839,633943174,Alvin Jones,Physics,6534,Armored,Explosives
17840,493985896,David Simmons,Computer Engineer,10981,Armored,Lebanon
17841,26288051,Patricia Moore,Astronomy,5158,Air,Animal training
17842,862756660,Mendy Dunmire,Zoology,5499,Intelligence,Finance
17843,38194190,Helen Crawford,Computer Engineer,10331,Intelligence,Health-care
17844,864830684,Eugenia Jones,Astronomy,16244,Navy,Explosives
17845,429582449,Betty Fletcher,Biochemistry,20934,Air,Explosives
17846,335469064,Cornelius Hansford,geology ,23442,Navy,Firearms
17847,492753353,Kyle Nash,Zoology,15329,Intelligence,Syria
17848,375370271,Charles Medina,Chemical Engineer,26850,Infantry,Animal training
17849,416872854,William Wesley,Automotive Enginee,14691,Air,Finance
17850,765315183,Jean Bensch,Zoology,12875,Armored,Syria
17851,702093067,Ellen Ballou,Chemistry,13895,Air,Finance
17852,729029112,Myrtle Jones,Astronomy,6439,Armored,Enemy-psychology
17853,269028591,Phyllis Silva,Chemistry,11117,Navy,Enemy-psychology
17854,635703958,Barbara Enama,Zoology,15704,Navy,Health-care
17855,422935354,Ronald Bekins,Chemical Engineer,26751,Intelligence,Finance
17856,754635574,Jose Mohseni,Physics,14240,Air,Firearms
17857,554514510,Christy Adams,Chemistry,8055,Armored,Finance
17858,751241885,Yetta Blair,Physics,14878,Armored,Syria
17859,375616097,Hung Gregory,Microbiology,26539,Armored,Health-care
17860,851824557,Michael Troutman,Biochemistry,21756,Armored,Enemy-psychology
17861,542283173,Jessie Rhodes,geology ,19843,Intelligence,Animal training
17862,281305347,Geraldine Checca,Botany,15781,Intelligence,Firearms
17863,341516072,Christina Slye,Chemistry,22990,Armored,Enemy-psychology
17864,344617805,William Stone,Automotive Enginee,26081,Infantry,Explosives
17865,625989421,Sally Smith,Automotive Enginee,11187,Navy,Firearms
17866,907363168,Venita Waller,Computer Engineer,12850,Air,Syria
17867,556836150,Michael Pereira,Computer Engineer,19324,Armored,Health-care
17868,308839976,Dewayne Galvan,geology ,26678,Air,Syria
17869,185993943,Cora Kroesing,Physics,8679,Infantry,Egypt
17870,976769091,Ramon Sampson,geology ,20086,Air,Lebanon
17871,251567956,Jacquelin Deblois,Computer Engineer,20955,Infantry,Explosives
17872,783745451,Danny Lenz,Chemistry,24137,Infantry,Explosives
17873,69715004,Marvin Felder,Chemical Engineer,21659,Armored,Finance
17874,274325199,Joseph Esquilin,Chemical Engineer,9570,Infantry,Finance
17875,29667332,Linda Wainwright,Botany,12133,Navy,Firearms
17876,616786961,Staci Bryant,Computer Engineer,12476,Intelligence,Finance
17877,833866136,Jessica Newlon,Botany,19181,Intelligence,Enemy-psychology
17878,385720804,Carla Tilbury,Botany,19887,Intelligence,Egypt
17879,472649201,Crystal Perez,Zoology,24484,Intelligence,Explosives
17880,393653051,Miguel Stewart,geology ,4840,Navy,Finance
17881,594518134,Silvia Burtner,Chemical Engineer,28125,Armored,Syria
17882,976949937,Erick Gonzales,Chemical Engineer,11620,Navy,Animal training
17883,711010020,Andrew Smith,Biochemistry,14676,Intelligence,Gaza
17884,547075489,Joann Pineda,Biochemistry,27401,Armored,Syria
17885,560448249,Richard Williams,Biochemistry,17509,Navy,Animal training
17886,779858030,Mike Perez,Astronomy,19636,Air,Health-care
17887,201177508,Judith Michalski,Biochemistry,15961,Navy,Lebanon
17888,662231507,Carlos Davis,Astronomy,25853,Infantry,Gaza
17889,405530589,John Dowden,Biochemistry,16515,Infantry,Firearms
17890,267376956,Naomi Anselmo,Biochemistry,12727,Armored,Explosives
17891,85271868,Teresa Rogers,Automotive Enginee,25394,Intelligence,Gaza
17892,859056839,Michael Austin,Botany,20819,Armored,Animal training
17893,370097053,Kathlyn Morgan,Biochemistry,9719,Intelligence,Animal training
17894,471982924,Daryl Leng,Microbiology,16750,Navy,Syria
17895,192773238,Harry Standridge,geology ,4652,Armored,Lebanon
17896,411109777,Amelia Craig,geology ,5737,Armored,Explosives
17897,110453648,Mary Scott,Biochemistry,15556,Navy,Syria
17898,626820036,Laurence Heyd,Automotive Enginee,12811,Intelligence,Finance
17899,231354097,Karin Green,Microbiology,9113,Armored,Gaza
17900,506303155,Joe Hilbert,geology ,27357,Air,Health-care
17901,671317277,Raquel Williams,geology ,11613,Armored,Enemy-psychology
17902,589643255,Charles Shoemake,Computer Engineer,14937,Armored,Egypt
17903,535199358,Shirley Beard,Biochemistry,28283,Navy,Enemy-psychology
17904,978943202,Sharon Andresen,Chemistry,25932,Armored,Egypt
17905,186206461,Richard Wilson,Biochemistry,4652,Air,Lebanon
17906,986704115,Mary Bailey,Chemistry,6737,Intelligence,Syria
17907,80729642,Alberto Molina,Computer Engineer,5391,Navy,Animal training
17908,445046771,Nicole Bowers,Chemical Engineer,20048,Armored,Gaza
17909,464323260,Douglas Chan,Microbiology,3014,Infantry,Lebanon
17910,774179896,William Brooks,Zoology,12565,Navy,Finance
17911,159892683,Kevin Lyons,Astronomy,15384,Navy,Syria
17912,586045641,Julie Picken,geology ,22790,Air,Firearms
17913,497023385,Patricia Hegwood,geology ,23617,Infantry,Gaza
17914,166505314,Charlie Boswell,Zoology,6420,Armored,Health-care
17915,472991182,Ryan Dorsey,Astronomy,9809,Armored,Enemy-psychology
17916,540181095,Martha Layton,Biochemistry,19547,Intelligence,Gaza
17917,487836692,Lindsay Allen,Zoology,7659,Air,Gaza
17918,159449243,Martin Andrews,Computer Engineer,8006,Armored,Firearms
17919,113645571,Katherine Orizabal,Physics,3973,Infantry,Egypt
17920,302453781,Roy Holloway,Botany,25363,Armored,Animal training
17921,684020561,Shelley Wright,geology ,22683,Navy,Syria
17922,209269331,Carmen Boesiger,Automotive Enginee,20881,Air,Animal training
17923,588660986,Sonia Olson,Chemical Engineer,17071,Infantry,Health-care
17924,909996744,Marlene Goza,Astronomy,21551,Intelligence,Lebanon
17925,223620787,Patsy Watson,geology ,19308,Intelligence,Lebanon
17926,755524223,Elma Tidwell,Chemical Engineer,24491,Infantry,Syria
17927,167381429,Estella Quigg,geology ,10433,Air,Syria
17928,379579783,Charissa Cegielski,Computer Engineer,3130,Air,Health-care
17929,619019803,Ana Warren,Automotive Enginee,12514,Air,Firearms
17930,619282992,Melissa Hancock,Botany,7402,Intelligence,Finance
17931,468442230,Trista Rowan,Botany,8910,Infantry,Syria
17932,722655432,Sharon Tingle,Astronomy,6757,Navy,Enemy-psychology
17933,176555323,Michael Rojas,Automotive Enginee,22158,Navy,Lebanon
17934,441036792,Stephen Henry,Astronomy,23969,Intelligence,Firearms
17935,920690210,John Frasier,Zoology,25799,Intelligence,Egypt
17936,432261688,Leslie Paske,Chemistry,11404,Infantry,Egypt
17937,901437912,Gabriela Epling,Biochemistry,5645,Navy,Firearms
17938,277852108,George Clemans,Computer Engineer,6125,Intelligence,Egypt
17939,786615538,Larry Woodard,Zoology,4343,Armored,Syria
17940,782904950,Wesley Johnson,geology ,6951,Intelligence,Gaza
17941,895956320,Gloria Miles,Botany,28862,Armored,Health-care
17942,612366293,Kenneth Cluff,Astronomy,14968,Air,Gaza
17943,845850895,Joe Grantham,Zoology,19972,Navy,Egypt
17944,531608543,Raymond Arrowood,Astronomy,26801,Armored,Lebanon
17945,256437451,Kimiko Tinsley,Chemistry,27454,Armored,Egypt
17946,513561997,Donnie Stachowiak,Biochemistry,19768,Armored,Syria
17947,66431739,Colleen Goldston,Chemical Engineer,3372,Navy,Lebanon
17948,254102767,Aurea Pena,Chemistry,19014,Air,Egypt
17949,991306228,Warren Choate,Chemistry,9269,Air,Animal training
17950,898900341,Steve Jones,Zoology,11421,Air,Syria
17951,549503123,Una Funk,Microbiology,18683,Air,Explosives
17952,888065385,Roy Lawson,geology ,4510,Infantry,Syria
17953,912613658,Kerri Benally,Biochemistry,23093,Air,Lebanon
17954,363458416,Linda Lechleidner,Microbiology,20577,Navy,Firearms
17955,395139506,Debra Bologna,Microbiology,26983,Navy,Lebanon
17956,356499987,Kathryn Adams,Zoology,13964,Infantry,Finance
17957,33015015,Antoinette Casey,Botany,27449,Intelligence,Egypt
17958,614252357,Jim Light,Chemical Engineer,5224,Intelligence,Lebanon
17959,988264252,Tracy Mcchesney,Computer Engineer,13570,Navy,Health-care
17960,575127858,Darrell Valliant,Automotive Enginee,20310,Air,Firearms
17961,832299203,Jeffery Carroll,Chemical Engineer,5185,Navy,Syria
17962,258945447,Ronnie Cotney,Microbiology,25259,Armored,Enemy-psychology
17963,158905181,Paul Vann,Chemical Engineer,15114,Air,Enemy-psychology
17964,999962086,Michelle Martin,Biochemistry,25501,Air,Finance
17965,941712070,Laura Kell,Astronomy,20806,Intelligence,Explosives
17966,395398879,Pamela Lee,Zoology,10433,Armored,Lebanon
17967,86235426,Carol Trader,Zoology,28354,Infantry,Lebanon
17968,237244818,Aaron Melnick,Physics,16812,Infantry,Syria
17969,828327896,Agnes Taylor,Zoology,5314,Navy,Firearms
17970,943267994,Jason Howell,Zoology,7601,Navy,Enemy-psychology
17971,238824163,Malcolm Moore,Chemistry,8632,Air,Explosives
17972,446681476,Mary Brink,Astronomy,19464,Intelligence,Finance
17973,339108972,Jason Nelson,Physics,16593,Armored,Egypt
17974,362795778,Michael Clark,Chemistry,28832,Navy,Syria
17975,247517559,Michelle Hart,Botany,29639,Intelligence,Explosives
17976,748765794,Louis Bertran,Biochemistry,14511,Intelligence,Explosives
17977,897230673,Christine Hernandez,Chemistry,24693,Infantry,Firearms
17978,450136589,Deanna Smith,Astronomy,10672,Infantry,Animal training
17979,438346520,Catherine Yang,Chemical Engineer,13615,Infantry,Syria
17980,379410261,Paul Shaw,geology ,8530,Intelligence,Explosives
17981,118557022,Barry Russell,Biochemistry,15018,Intelligence,Gaza
17982,606356082,Rose Moore,Botany,11532,Infantry,Enemy-psychology
17983,587849864,Thomas Westbrook,Botany,25558,Air,Animal training
17984,318812797,Phyllis Wells,Zoology,27095,Air,Lebanon
17985,711292901,Tasha Kizer,Biochemistry,21079,Air,Finance
17986,725844291,Nikki Thompson,Computer Engineer,4410,Armored,Health-care
17987,209933184,Vivian Witte,Chemistry,3976,Air,Firearms
17988,602712476,Gene Wigfield,Computer Engineer,15654,Navy,Lebanon
17989,699668354,Hortencia Ward,Computer Engineer,29897,Air,Lebanon
17990,585049919,John Davis,Physics,19004,Intelligence,Gaza
17991,561096696,Stanley Kao,Computer Engineer,9801,Armored,Finance
17992,246769360,Lyle Finch,Automotive Enginee,3861,Air,Explosives
17993,421048378,William Brown,Computer Engineer,24136,Air,Finance
17994,325964723,Andrea Weitz,Computer Engineer,21918,Infantry,Health-care
17995,396015284,Linda Amezquita,Zoology,21927,Navy,Syria
17996,281618221,Connie Hutching,Physics,24555,Air,Enemy-psychology
17997,436884437,Kyle Bunch,Computer Engineer,23967,Armored,Syria
17998,99559955,Angela Chinn,Zoology,12163,Armored,Firearms
17999,47031150,Sheryl Gattison,Computer Engineer,6989,Intelligence,Firearms
18000,547672781,Jonathan Gillon,Automotive Enginee,27039,Armored,Gaza
18001,307415038,Robert Jones,Physics,9376,Navy,Firearms
18002,684658385,Douglas Yielding,geology ,12139,Air,Lebanon
18003,230234954,Robert Beale,Computer Engineer,5803,Navy,Finance
18004,450475856,Frank Lasure,Microbiology,7805,Infantry,Egypt
18005,133799230,Amy Dupuy,Chemistry,25132,Intelligence,Explosives
18006,651800796,Terry West,Chemistry,16032,Intelligence,Egypt
18007,617104596,Pamela Desilets,Biochemistry,29866,Intelligence,Egypt
18008,360276998,Benjamin Griffin,Physics,8796,Intelligence,Syria
18009,659304248,Juan Welch,Chemical Engineer,12331,Infantry,Explosives
18010,70458791,Christine Brisco,geology ,23213,Infantry,Explosives
18011,457571429,Steven Wilson,Botany,16779,Armored,Finance
18012,260294951,Daniel Hanson,Botany,12192,Infantry,Gaza
18013,749598310,Michael Lewis,Physics,15112,Armored,Health-care
18014,47643639,Teresa Robinson,Zoology,29605,Intelligence,Explosives
18015,881941203,Janice Ferris,geology ,10931,Infantry,Egypt
18016,375894130,Joseph Ulrich,geology ,24880,Intelligence,Health-care
18017,475928898,Becky Suzuki,Computer Engineer,10083,Air,Syria
18018,529274009,Charles Rogers,Zoology,24349,Air,Enemy-psychology
18019,756876279,Arianne Bath,geology ,9252,Navy,Animal training
18020,117384760,Melissa Poole,Chemical Engineer,27707,Infantry,Firearms
18021,147109774,Jesse Seng,Zoology,3077,Intelligence,Egypt
18022,539234555,Wesley Hill,Chemical Engineer,13851,Intelligence,Firearms
18023,979882224,David Ross,Microbiology,8700,Intelligence,Finance
18024,791074996,Cynthia Robinson,Astronomy,29719,Air,Finance
18025,438025399,Edward Persinger,Zoology,12833,Infantry,Firearms
18026,597060387,Douglas Todd,Astronomy,13156,Infantry,Egypt
18027,184261735,Betty Speigel,Astronomy,11985,Navy,Egypt
18028,732337880,Adelaide Mccann,Microbiology,20527,Armored,Health-care
18029,30630010,Kenneth Duckey,Zoology,18480,Navy,Animal training
18030,337484364,Mickey Zach,Computer Engineer,17626,Armored,Syria
18031,120761267,Jeremy Rossiter,Physics,20172,Navy,Finance
18032,686282361,Ruth Mingle,Chemistry,17730,Air,Enemy-psychology
18033,404235559,Amber Butcher,Biochemistry,4700,Intelligence,Gaza
18034,597743925,Joslyn Harper,Biochemistry,17735,Intelligence,Egypt
18035,861283592,Amanda Stanton,Zoology,26610,Armored,Health-care
18036,844143126,Wanda Carter,Automotive Enginee,10209,Air,Enemy-psychology
18037,781847834,Felicia Kindl,Astronomy,11759,Infantry,Enemy-psychology
18038,654366900,Frances Reyes,Chemistry,23420,Air,Lebanon
18039,249947879,Carrie Cox,Physics,4282,Air,Egypt
18040,914940495,Yolanda Young,Chemical Engineer,4972,Intelligence,Explosives
18041,33804520,Madeline Rodriquez,Automotive Enginee,24503,Air,Egypt
18042,210419896,Loyd Berube,Automotive Enginee,9563,Navy,Health-care
18043,910923770,Jose Castro,Biochemistry,4908,Armored,Gaza
18044,540484153,Martha Li,Botany,6628,Armored,Animal training
18045,84837200,Larry Myles,Botany,13496,Air,Explosives
18046,118765952,Jason Stevens,Botany,17310,Navy,Lebanon
18047,775930134,Clint Hebert,Astronomy,12714,Navy,Finance
18048,939192459,Pamela Torres,Astronomy,21780,Air,Health-care
18049,883015861,Michael Vinson,Physics,3858,Armored,Enemy-psychology
18050,142142258,Angela Adkins,Chemical Engineer,14937,Navy,Gaza
18051,567208318,Harry Kelker,Chemical Engineer,20310,Armored,Syria
18052,575921365,James Poole,Microbiology,22895,Air,Explosives
18053,330449229,Jimmy Jones,Chemical Engineer,6061,Navy,Enemy-psychology
18054,463884697,Anna Morales,Biochemistry,4822,Navy,Enemy-psychology
18055,700478972,Terry Delap,Zoology,25785,Intelligence,Egypt
18056,177212799,Jennifer Randle,Automotive Enginee,14018,Infantry,Health-care
18057,239827214,James Mcgregor,Astronomy,29117,Navy,Finance
18058,608431919,Willie Gilbert,Computer Engineer,11597,Air,Firearms
18059,900067446,Anthony Sharpe,Chemistry,28625,Infantry,Health-care
18060,132899650,Melissa Blackburn,Botany,23813,Infantry,Gaza
18061,439140476,William Skelton,Biochemistry,11183,Armored,Finance
18062,245231029,Julio Hanson,Microbiology,13076,Air,Enemy-psychology
18063,701073061,Alan Jennings,Zoology,26156,Armored,Health-care
18064,598660948,Richard Bailey,Botany,17196,Infantry,Health-care
18065,728426021,Dorothy Webb,Astronomy,19698,Air,Explosives
18066,381387512,Charlotte Hall,Microbiology,10305,Armored,Firearms
18067,136907978,Michael Thompson,Botany,29998,Infantry,Gaza
18068,69774995,Tommie Anderson,Microbiology,24529,Intelligence,Enemy-psychology
18069,323360007,Jill Kappeler,Automotive Enginee,8586,Navy,Finance
18070,525778922,Christina Hall,geology ,9680,Air,Animal training
18071,938705203,Robert Rosenbloom,Chemical Engineer,17750,Air,Syria
18072,229782555,Olga Lawrence,Astronomy,13329,Infantry,Explosives
18073,314722197,Dorothy Abbott,Zoology,25035,Intelligence,Syria
18074,632152613,Kelly Tung,Microbiology,12387,Intelligence,Gaza
18075,973364230,Eric Privateer,Physics,3157,Intelligence,Animal training
18076,944455247,Vaughn Martin,Chemistry,5633,Air,Firearms
18077,233524227,Marcel Adams,Physics,13290,Armored,Egypt
18078,451848985,Eric Marshall,Chemical Engineer,25842,Armored,Animal training
18079,461208670,Joyce Wirkkala,Computer Engineer,15396,Armored,Lebanon
18080,522997478,Jacqueline Villa,geology ,27869,Infantry,Enemy-psychology
18081,521771431,Wilma Byers,Computer Engineer,23004,Armored,Lebanon
18082,479417865,Daniel Hansing,Chemical Engineer,18787,Air,Egypt
18083,861103237,Rita Coker,Zoology,26792,Intelligence,Syria
18084,590411664,Edith Howland,Botany,13167,Navy,Egypt
18085,432128607,Alice Kemp,Microbiology,7470,Infantry,Animal training
18086,248074843,Jeff Manalili,Computer Engineer,5801,Armored,Health-care
18087,732307679,Sharon Moore,Chemical Engineer,26315,Armored,Health-care
18088,808514129,Mardell Goode,Botany,3316,Navy,Firearms
18089,114161288,Wesley Mooney,Botany,16447,Air,Health-care
18090,442486535,Marjorie Jackson,geology ,19634,Intelligence,Health-care
18091,467161184,Lillie Maier,Physics,17871,Air,Enemy-psychology
18092,692170940,Donetta Meyer,Biochemistry,6763,Intelligence,Gaza
18093,857841405,Richard Mooney,Biochemistry,9765,Infantry,Lebanon
18094,980746781,Kathleen Moore,Chemical Engineer,11944,Air,Gaza
18095,507341001,Robert Sargent,Biochemistry,4724,Navy,Enemy-psychology
18096,943002929,Edwin Popovich,Microbiology,29033,Armored,Health-care
18097,345092543,Bradley Johnson,Microbiology,11902,Armored,Lebanon
18098,197276285,Patricia Benson,geology ,29867,Armored,Firearms
18099,363649655,Samantha Howells,Biochemistry,14592,Navy,Gaza
18100,109882284,James White,Biochemistry,26330,Infantry,Lebanon
18101,250529524,Mary Pearl,Physics,23012,Navy,Explosives
18102,583305613,Amy Palmore,Astronomy,6191,Navy,Lebanon
18103,951948936,Leann Havens,Physics,3244,Air,Enemy-psychology
18104,15633462,Mary Villatoro,Computer Engineer,20866,Navy,Firearms
18105,670562151,Elisa Alderman,Chemical Engineer,15446,Armored,Explosives
18106,679942554,Christine Burgos,Computer Engineer,14880,Intelligence,Lebanon
18107,454024889,Mary Bickford,Microbiology,10782,Armored,Lebanon
18108,431001377,Junior Turner,Zoology,11745,Intelligence,Enemy-psychology
18109,35405350,Jacqueline Hicks,Automotive Enginee,19969,Navy,Explosives
18110,995414994,April Sylvester,Computer Engineer,25404,Air,Explosives
18111,678042649,William Richer,Computer Engineer,28621,Navy,Explosives
18112,945164949,Chris Mccall,Computer Engineer,11174,Armored,Animal training
18113,99779697,Deborah Deanda,Botany,14524,Armored,Gaza
18114,231992547,Jay Blevins,Astronomy,13591,Infantry,Enemy-psychology
18115,948458415,Alisha Weitkamp,Computer Engineer,27974,Armored,Lebanon
18116,888020223,Kelly Peck,Chemistry,4517,Intelligence,Enemy-psychology
18117,961680319,Zachary Aziz,Microbiology,22150,Air,Finance
18118,178292881,Craig Sekel,Automotive Enginee,13102,Armored,Gaza
18119,846286568,Glenn Welch,Microbiology,10867,Infantry,Egypt
18120,304399405,Dominic Bechel,Physics,3575,Armored,Firearms
18121,886215839,Theodore Krok,Zoology,10691,Intelligence,Lebanon
18122,344832442,Nancy Johnson,Microbiology,12774,Armored,Animal training
18123,864901361,Kathy Ackerman,Microbiology,21311,Infantry,Firearms
18124,640466646,Scott Rosas,geology ,6776,Navy,Finance
18125,704131954,Mary Combee,Astronomy,9684,Intelligence,Gaza
18126,22933062,Jude Rolfes,Physics,4101,Air,Explosives
18127,804227539,Laurence Pankey,geology ,14962,Infantry,Gaza
18128,192301406,Gregory Perez,geology ,7189,Navy,Gaza
18129,49132292,Cynthia Roman,geology ,15862,Navy,Enemy-psychology
18130,954265667,Marianne Youngs,Zoology,24366,Air,Egypt
18131,140650671,Sammy Rogers,Botany,24103,Infantry,Syria
18132,955108225,Melvin Chouteau,Botany,18113,Infantry,Syria
18133,30269208,Shelly Crissman,Zoology,16145,Air,Finance
18134,928378170,Tracy Ganong,Botany,14731,Air,Health-care
18135,627085296,Lee Neal,Zoology,8090,Air,Finance
18136,819780763,George Noble,Chemical Engineer,14807,Intelligence,Egypt
18137,892482468,Kenneth Ferree,Chemistry,14356,Armored,Syria
18138,930796827,Kevin Guevara,Chemistry,21051,Air,Enemy-psychology
18139,534911644,Joanna Boyer,Biochemistry,24599,Infantry,Explosives
18140,33032878,Kena Kaminski,Microbiology,8265,Infantry,Gaza
18141,560076740,Frances Gruber,Computer Engineer,9995,Armored,Enemy-psychology
18142,882867181,Susan Anderson,Astronomy,17646,Armored,Enemy-psychology
18143,748388864,Tresa Mead,Physics,12820,Navy,Enemy-psychology
18144,566186070,Beverly Berntson,Biochemistry,3275,Air,Firearms
18145,964718783,Robert Pruett,Zoology,17758,Intelligence,Health-care
18146,269874982,Denise Chaffin,Chemical Engineer,12029,Navy,Syria
18147,17658396,Gabriel Joseph,Biochemistry,26103,Air,Animal training
18148,946906499,Pura Chase,Botany,6704,Armored,Gaza
18149,333675634,John Ruiz,Microbiology,22244,Air,Gaza
18150,626121468,Linda Chancey,Zoology,12767,Air,Explosives
18151,357876577,Cristina Dean,Microbiology,25066,Infantry,Finance
18152,920237411,Dora Thai,Astronomy,8340,Infantry,Lebanon
18153,817781950,Jillian Moore,geology ,29410,Intelligence,Health-care
18154,645213447,Philip Osorio,geology ,3837,Intelligence,Lebanon
18155,846168694,Justin Desrosiers,Chemistry,29159,Intelligence,Finance
18156,146426118,Norma Johnson,Chemistry,23747,Infantry,Firearms
18157,540061125,Cole Lugo,Microbiology,9582,Armored,Egypt
18158,266915677,John Fairley,Astronomy,15060,Air,Explosives
18159,859777980,Dannielle Doty,geology ,6007,Intelligence,Gaza
18160,265303659,Laura Beaty,Automotive Enginee,17868,Navy,Firearms
18161,72959736,Patricia Sieracki,Automotive Enginee,24070,Air,Health-care
18162,63783804,Gay Harris,Chemical Engineer,14881,Infantry,Health-care
18163,801702627,Jean Perze,Zoology,27748,Air,Animal training
18164,420643222,Alex Anthony,geology ,6062,Air,Egypt
18165,790861849,Jarrett Honse,Physics,3829,Air,Enemy-psychology
18166,306425887,Diane Luckow,Physics,24085,Air,Finance
18167,98058835,Jerome Davis,geology ,15999,Armored,Animal training
18168,7052895,Erica Allen,Microbiology,9201,Intelligence,Gaza
18169,161426357,Lee Scott,Biochemistry,22686,Armored,Gaza
18170,53715531,Robert Gill,Computer Engineer,15802,Intelligence,Egypt
18171,431652127,Dorothy Beck,Physics,13505,Intelligence,Explosives
18172,12720052,Halina Cook,Microbiology,7508,Infantry,Health-care
18173,597341169,May Uran,Chemical Engineer,27635,Infantry,Explosives
18174,628663742,Ricky Gokey,Chemical Engineer,4427,Intelligence,Explosives
18175,165633585,Elizabeth Ross,geology ,19629,Navy,Firearms
18176,900496051,Ramona Culverhouse,Chemical Engineer,11461,Air,Gaza
18177,26143487,Brandy Jones,Zoology,14250,Navy,Lebanon
18178,365367991,Helen Morales,Biochemistry,27097,Infantry,Explosives
18179,511448442,Andrew Moline,Botany,4934,Infantry,Health-care
18180,952794726,Lynn Damour,Automotive Enginee,4390,Armored,Firearms
18181,284638514,Christopher Hurley,Computer Engineer,9289,Infantry,Egypt
18182,828301728,Mary Hadaway,Botany,12031,Air,Firearms
18183,174573727,Terry Popovich,Chemical Engineer,11853,Navy,Lebanon
18184,316823320,Victoria Bryan,Biochemistry,3743,Intelligence,Enemy-psychology
18185,530148265,Barbara Mcknight,Chemistry,4402,Air,Egypt
18186,201808540,Mary Kenely,Chemical Engineer,7125,Armored,Enemy-psychology
18187,910706271,Willie Tipton,Physics,8367,Intelligence,Firearms
18188,584388630,James Berry,Botany,24192,Air,Finance
18189,205955126,Anne Vaughn,Computer Engineer,4937,Air,Syria
18190,110492065,Wesley Robinson,Chemistry,24771,Infantry,Egypt
18191,167644482,Bobby Avino,Automotive Enginee,26353,Navy,Enemy-psychology
18192,232650431,Alvin Ferrini,geology ,21517,Armored,Gaza
