Run key reserves,Run key soldiers,Salary per day,Reserve contact,Days served,Last recruited Date,Reserve training
1642,9852,237,0509476277,889,2012-04-19,driver
1643,9858,271,0503593070,938,2013-11-27,driver
1644,9864,744,0507676927,430,2014-01-23,heavy machine-gun
1645,9870,668,0504287453,644,2017-04-06,communication
1646,9876,502,0504509993,443,2018-06-15,explosives
1647,9882,779,0502647850,168,2012-05-07,medic
1648,9888,349,0506648647,794,2013-07-04,commander
1649,9894,770,0505129017,23,2014-07-13,heavy machine-gun
1650,9900,708,0504782918,169,2016-03-23,medic
1651,9906,598,0508829164,500,2012-09-20,driver
1652,9912,232,0507457996,367,2017-08-29,explosives
1653,9918,396,0509428783,705,2017-06-16,scout
1654,9924,794,0508162666,524,2013-01-07,heavy machine-gun
1655,9930,754,0509906298,289,2015-07-07,anti-air
1656,9936,208,0506013053,991,2018-11-20,anti-air
1657,9942,265,0507363301,312,2013-06-07,heavy machine-gun
1658,9948,386,0509087617,38,2011-11-19,scout
1659,9954,649,0504318399,533,2012-12-28,explosives
1660,9960,456,0503540685,955,2014-12-24,commander
1661,9966,797,0507141169,858,2018-12-23,heavy machine-gun
1662,9972,751,0506330582,163,2018-08-11,commander
1663,9978,312,0505225211,432,2016-07-01,grandes
1664,9984,455,0504512806,705,2016-12-24,explosives
1665,9990,472,0504878661,377,2015-04-23,sniper
1666,9996,386,0503313879,238,2016-05-14,communication
1667,10002,706,0504855215,77,2016-02-01,scout
1668,10008,457,0506676534,296,2017-05-30,sniper
1669,10014,792,0501731137,971,2016-03-17,heavy machine-gun
1670,10020,540,0501300425,546,2018-04-14,explosives
1671,10026,609,0502527691,143,2012-07-18,grandes
1672,10032,282,0509572343,746,2018-04-15,scout
1673,10038,599,0501023157,855,2018-04-24,explosives
1674,10044,792,0506720547,475,2014-12-30,heavy machine-gun
1675,10050,411,0507846154,824,2013-08-05,sniper
1676,10056,513,0501031722,826,2018-09-03,anti-air
1677,10062,306,0508017365,369,2017-11-10,scout
1678,10068,461,0507856713,334,2016-06-06,communication
1679,10074,664,0506979431,87,2013-02-27,anti-air
1680,10080,399,0508629253,883,2013-10-29,heavy machine-gun
1681,10086,678,0508122679,746,2017-04-01,driver
1682,10092,247,0508650029,748,2015-11-23,grandes
1683,10098,588,0504365669,966,2012-01-06,explosives
1684,10104,711,0503029958,11,2014-07-27,scout
1685,10110,733,0509119123,778,2019-02-05,commander
1686,10116,693,0501630825,192,2014-07-27,commander
1687,10122,705,0506413286,171,2013-05-25,scout
1688,10128,410,0505466504,41,2015-05-02,medic
1689,10134,285,0507678518,993,2013-03-21,communication
1690,10140,545,0506956111,54,2012-12-24,commander
1691,10146,678,0502563483,900,2017-11-30,communication
1692,10152,727,0501977343,174,2014-11-12,anti-air
1693,10158,455,0503936973,141,2018-08-09,heavy machine-gun
1694,10164,207,0509126649,762,2012-07-25,sniper
1695,10170,292,0501746236,315,2018-03-20,scout
1696,10176,754,0508857407,619,2017-08-21,scout
1697,10182,533,0505407660,197,2018-01-07,grandes
1698,10188,792,0503450762,228,2014-12-05,commander
1699,10194,656,0503321078,103,2016-08-30,heavy machine-gun
1700,10200,579,0505766504,424,2013-02-17,heavy machine-gun
1701,10206,233,0506181217,93,2019-02-22,scout
1702,10212,314,0502158856,580,2012-08-31,grandes
1703,10218,325,0504838817,338,2014-05-04,heavy machine-gun
1704,10224,627,0506854988,821,2019-03-07,anti-air
1705,10230,787,0504663565,73,2018-11-27,anti-air
1706,10236,584,0505521392,138,2017-09-13,commander
1707,10242,343,0509117428,877,2012-01-14,driver
1708,10248,399,0509430245,317,2017-11-10,heavy machine-gun
1709,10254,572,0508316196,355,2015-10-05,commander
1710,10260,291,0507760031,998,2015-12-15,explosives
1711,10266,800,0506893763,432,2013-06-09,scout
1712,10272,712,0505100664,904,2019-01-03,heavy machine-gun
1713,10278,305,0502209225,243,2014-12-20,sniper
1714,10284,606,0501528111,589,2017-07-12,driver
1715,10290,380,0507967132,67,2014-02-26,anti-air
1716,10296,757,0505996191,396,2016-05-22,heavy machine-gun
1717,10302,240,0505981829,175,2016-04-15,commander
1718,10308,758,0504780335,112,2012-04-05,commander
1719,10314,319,0508157851,918,2014-10-13,grandes
1720,10320,424,0504619345,140,2018-10-18,commander
1721,10326,440,0507268345,632,2019-01-26,grandes
1722,10332,468,0503052277,314,2018-10-07,sniper
1723,10338,287,0508898390,610,2018-04-29,heavy machine-gun
1724,10344,609,0505623689,595,2014-03-20,commander
1725,10350,586,0505028344,156,2014-01-23,commander
1726,10356,219,0503762925,396,2013-11-26,explosives
1727,10362,470,0501841357,578,2017-12-12,scout
1728,10368,375,0509405194,591,2017-05-26,communication
1729,10374,514,0505475784,150,2015-10-23,driver
1730,10380,230,0507009576,500,2014-06-06,scout
1731,10386,248,0509064525,117,2013-11-12,driver
1732,10392,273,0502015793,429,2013-12-28,anti-air
1733,10398,405,0501152040,866,2016-01-29,anti-air
1734,10404,699,0501410144,228,2016-08-01,grandes
1735,10410,644,0509985858,93,2018-12-19,sniper
1736,10416,375,0501721913,308,2018-12-07,grandes
1737,10422,253,0504780734,649,2014-10-22,medic
1738,10428,314,0501219118,700,2017-04-28,communication
1739,10434,337,0506376244,388,2016-11-20,medic
1740,10440,383,0503073684,831,2017-02-28,commander
1741,10446,671,0507948412,939,2016-11-25,explosives
1742,10452,524,0503845913,363,2014-02-13,medic
1743,10458,366,0502831586,856,2018-09-26,commander
1744,10464,784,0509599518,80,2017-06-26,grandes
1745,10470,457,0504692447,253,2013-12-01,medic
1746,10476,624,0509154516,769,2018-11-24,commander
1747,10482,760,0506314709,305,2012-10-31,sniper
1748,10488,503,0509015290,635,2018-11-26,heavy machine-gun
1749,10494,239,0504284115,937,2014-11-16,grandes
1750,10500,605,0507851269,870,2015-01-20,explosives
1751,10506,439,0502569338,440,2013-11-07,heavy machine-gun
1752,10512,330,0508725872,730,2015-01-10,explosives
1753,10518,698,0504580003,859,2012-03-18,heavy machine-gun
1754,10524,567,0507983457,533,2016-05-21,medic
1755,10530,333,0502647644,760,2012-01-22,grandes
1756,10536,264,0509376194,164,2016-11-23,scout
1757,10542,350,0502842988,833,2016-03-09,commander
1758,10548,630,0507146469,741,2016-04-28,scout
1759,10554,722,0502449945,421,2017-12-16,communication
1760,10560,490,0502195396,941,2018-09-26,communication
1761,10566,313,0508563519,215,2017-05-29,grandes
1762,10572,474,0501797505,698,2013-10-09,sniper
1763,10578,318,0505069002,108,2017-12-09,heavy machine-gun
1764,10584,232,0509504598,469,2018-10-30,heavy machine-gun
1765,10590,692,0508448194,405,2014-03-15,explosives
1766,10596,687,0509952174,158,2018-04-25,communication
1767,10602,686,0509676125,569,2012-09-27,communication
1768,10608,218,0509658110,666,2018-09-25,communication
1769,10614,294,0501790206,408,2017-11-29,scout
1770,10620,582,0502656988,277,2014-12-02,explosives
1771,10626,683,0504690009,854,2014-06-28,communication
1772,10632,512,0505858137,100,2017-07-22,communication
1773,10638,439,0507541478,436,2018-11-28,communication
1774,10644,724,0509160790,337,2014-02-20,communication
1775,10650,359,0505181971,317,2012-10-27,medic
1776,10656,722,0505278977,784,2011-11-09,scout
1777,10662,773,0504860218,621,2017-07-26,communication
1778,10668,798,0501027618,671,2016-09-08,heavy machine-gun
1779,10674,604,0508884577,514,2018-06-24,heavy machine-gun
1780,10680,551,0501550358,774,2012-01-21,scout
1781,10686,387,0505286806,931,2015-10-16,grandes
1782,10692,275,0507768210,352,2013-08-22,heavy machine-gun
1783,10698,274,0506465699,478,2017-08-17,anti-air
1784,10704,767,0502491910,785,2011-11-10,sniper
1785,10710,341,0502756909,598,2016-04-18,commander
1786,10716,734,0501865619,818,2016-10-22,communication
1787,10722,720,0506329119,806,2019-03-01,anti-air
1788,10728,474,0507144282,136,2018-02-08,explosives
1789,10734,558,0503484909,489,2012-08-22,medic
1790,10740,544,0503991705,104,2012-10-08,anti-air
1791,10746,207,0504553340,744,2012-01-19,grandes
1792,10752,677,0502426924,188,2012-08-19,medic
1793,10758,332,0505240267,651,2013-04-01,commander
1794,10764,305,0503234055,645,2015-04-16,driver
1795,10770,411,0505719174,403,2012-07-12,grandes
1796,10776,383,0506116795,852,2016-08-31,sniper
1797,10782,496,0502378661,776,2012-01-21,heavy machine-gun
1798,10788,616,0505922657,819,2018-05-22,medic
1799,10794,564,0505342826,526,2014-04-29,driver
1800,10800,272,0505189093,422,2015-12-12,scout
1801,10806,395,0506879957,603,2014-11-14,anti-air
1802,10812,211,0505880225,386,2011-10-31,grandes
1803,10818,405,0501373047,43,2014-10-23,commander
1804,10824,321,0503838601,353,2015-01-11,heavy machine-gun
1805,10830,302,0501758295,935,2013-11-16,scout
1806,10836,414,0505612437,713,2014-06-27,heavy machine-gun
1807,10842,255,0503311854,201,2018-03-19,commander
1808,10848,691,0502882225,135,2014-12-31,grandes
1809,10854,203,0505627857,718,2016-01-14,commander
1810,10860,606,0505082963,794,2014-10-26,commander
1811,10866,687,0501051629,868,2011-12-01,communication
1812,10872,520,0503167826,616,2013-06-12,scout
1813,10878,200,0506836888,341,2016-01-17,explosives
1814,10884,509,0505199713,796,2012-09-25,heavy machine-gun
1815,10890,442,0504198021,524,2012-10-08,medic
1816,10896,303,0508010324,315,2012-07-13,sniper
1817,10902,769,0504165612,245,2014-12-27,anti-air
1818,10908,459,0509008057,806,2012-02-27,driver
1819,10914,610,0508833029,672,2014-08-08,explosives
1820,10920,771,0504873348,790,2017-03-12,grandes
1821,10926,666,0502199135,737,2014-07-07,anti-air
1822,10932,259,0502482831,513,2014-10-24,scout
1823,10938,225,0502918697,149,2015-09-15,heavy machine-gun
1824,10944,293,0505286720,891,2017-09-29,communication
1825,10950,546,0501869315,55,2016-04-01,driver
1826,10956,217,0501761323,958,2013-05-04,commander
1827,10962,541,0503940383,144,2015-03-31,heavy machine-gun
1828,10968,624,0509464749,82,2017-09-18,heavy machine-gun
1829,10974,344,0505416932,88,2014-04-28,anti-air
1830,10980,256,0508502685,392,2014-04-10,sniper
1831,10986,723,0509394869,460,2018-12-29,scout
1832,10992,709,0503584206,143,2018-07-22,communication
1833,10998,781,0507505460,319,2013-08-01,commander
1834,11004,255,0504846924,28,2014-12-10,commander
1835,11010,295,0504533964,910,2012-05-17,anti-air
1836,11016,364,0509165218,16,2013-03-05,heavy machine-gun
1837,11022,615,0508198753,706,2013-02-23,heavy machine-gun
1838,11028,294,0501984185,249,2015-08-14,driver
1839,11034,785,0507787801,903,2013-03-04,communication
1840,11040,493,0507817494,889,2015-03-23,explosives
1841,11046,605,0507545223,352,2015-11-03,scout
1842,11052,278,0503906269,763,2012-01-20,heavy machine-gun
1843,11058,410,0502689334,949,2014-06-08,driver
1844,11064,550,0505521419,494,2018-03-03,heavy machine-gun
1845,11070,516,0503127793,156,2012-11-02,explosives
1846,11076,504,0502381116,290,2013-08-06,explosives
1847,11082,587,0504905893,157,2016-08-29,heavy machine-gun
1848,11088,603,0501178023,274,2015-02-28,medic
1849,11094,233,0501848499,704,2015-02-08,anti-air
1850,11100,346,0503632493,873,2018-10-31,heavy machine-gun
1851,11106,512,0501850835,955,2017-12-23,scout
1852,11112,315,0505078377,589,2012-10-16,explosives
1853,11118,453,0503041643,510,2018-05-28,anti-air
1854,11124,235,0502066268,883,2017-11-20,heavy machine-gun
1855,11130,778,0508444333,443,2017-01-30,driver
1856,11136,582,0507512898,262,2013-09-20,anti-air
1857,11142,593,0506772903,589,2017-05-14,anti-air
1858,11148,688,0507854023,856,2017-02-12,scout
1859,11154,668,0508222227,696,2012-12-17,commander
1860,11160,581,0502883071,474,2015-11-30,heavy machine-gun
1861,11166,478,0508317905,825,2013-01-18,driver
1862,11172,380,0505808359,972,2016-08-06,heavy machine-gun
1863,11178,528,0503874254,487,2017-12-16,grandes
1864,11184,513,0503209875,794,2018-05-10,driver
1865,11190,470,0501603969,374,2018-12-26,grandes
1866,11196,343,0503234843,214,2012-10-14,grandes
1867,11202,744,0508290882,227,2015-05-29,grandes
1868,11208,321,0505418832,920,2017-01-25,anti-air
1869,11214,297,0505514202,540,2018-03-05,communication
1870,11220,221,0505958497,426,2013-12-27,communication
1871,11226,612,0504144004,892,2018-08-31,scout
1872,11232,586,0503740203,831,2016-10-29,communication
1873,11238,702,0505180607,665,2017-01-05,explosives
1874,11244,792,0508547392,855,2013-12-13,driver
1875,11250,432,0508260918,272,2013-02-05,driver
1876,11256,665,0508906527,816,2015-09-23,driver
1877,11262,747,0508383012,407,2015-12-08,medic
1878,11268,700,0504711634,943,2017-10-02,scout
1879,11274,687,0504118307,809,2013-06-10,medic
1880,11280,426,0509454496,725,2015-11-14,grandes
1881,11286,606,0501398105,380,2017-01-07,medic
1882,11292,731,0507229621,902,2015-02-05,grandes
1883,11298,262,0502607331,790,2017-11-28,explosives
1884,11304,402,0504571068,935,2014-02-22,grandes
1885,11310,516,0509247682,76,2015-10-21,sniper
1886,11316,554,0502414033,214,2015-01-29,commander
1887,11322,608,0507299497,533,2017-01-14,driver
1888,11328,752,0506982043,998,2014-03-17,sniper
1889,11334,704,0507821874,573,2013-02-20,grandes
1890,11340,458,0501340399,12,2016-08-26,scout
1891,11346,626,0503435240,126,2016-08-08,scout
1892,11352,316,0504609133,339,2017-05-03,anti-air
1893,11358,681,0504499522,255,2016-01-10,commander
1894,11364,659,0507436869,650,2016-03-20,grandes
1895,11370,713,0509622339,696,2012-02-10,anti-air
1896,11376,693,0507500183,164,2016-07-20,heavy machine-gun
1897,11382,734,0507071527,54,2013-08-24,medic
1898,11388,288,0509962807,460,2013-05-07,medic
1899,11394,432,0507042763,282,2015-05-17,communication
1900,11400,238,0503427143,871,2015-02-01,heavy machine-gun
1901,11406,215,0509970490,818,2012-10-24,grandes
1902,11412,336,0502594052,803,2014-08-18,medic
1903,11418,484,0502334771,970,2013-03-25,communication
1904,11424,644,0508338366,987,2014-12-12,explosives
1905,11430,347,0502139268,432,2018-05-22,scout
1906,11436,207,0503749752,143,2014-03-06,commander
1907,11442,710,0508806173,959,2019-01-02,communication
1908,11448,485,0504964530,889,2016-01-22,grandes
1909,11454,637,0508642876,484,2017-02-15,commander
1910,11460,409,0503887670,489,2013-07-23,sniper
1911,11466,703,0503220633,554,2013-07-31,explosives
1912,11472,646,0502008454,932,2018-10-10,medic
1913,11478,582,0508469005,377,2015-09-01,communication
1914,11484,452,0507305863,791,2017-10-11,anti-air
1915,11490,764,0507995722,797,2012-12-16,scout
1916,11496,568,0505073652,235,2013-01-10,driver
1917,11502,343,0505479224,590,2018-12-22,communication
1918,11508,779,0505561805,421,2012-04-06,heavy machine-gun
1919,11514,238,0505450682,114,2017-12-26,anti-air
1920,11520,513,0508016804,124,2013-01-04,sniper
1921,11526,792,0509234002,230,2012-10-26,scout
1922,11532,226,0506051856,312,2015-02-20,sniper
1923,11538,367,0503655353,301,2018-12-28,medic
1924,11544,445,0501412567,762,2018-08-16,heavy machine-gun
1925,11550,622,0502204673,55,2014-03-05,explosives
1926,11556,547,0508884987,464,2013-10-23,sniper
1927,11562,485,0503311876,251,2013-08-01,driver
1928,11568,315,0509695255,578,2017-09-18,grandes
1929,11574,574,0503819729,353,2017-03-15,heavy machine-gun
1930,11580,395,0501003050,755,2014-03-11,scout
1931,11586,627,0501775764,337,2018-05-13,communication
1932,11592,257,0503137994,114,2016-11-10,commander
1933,11598,377,0504892572,830,2018-08-01,communication
1934,11604,769,0507377253,685,2016-06-14,scout
1935,11610,353,0509905933,178,2014-02-23,explosives
1936,11616,403,0501058886,86,2015-12-20,communication
1937,11622,546,0504275603,341,2012-02-03,medic
1938,11628,609,0505872892,594,2016-10-06,driver
1939,11634,486,0508717539,334,2013-06-13,medic
1940,11640,554,0505777841,750,2012-07-12,grandes
1941,11646,620,0505480091,690,2011-11-11,sniper
1942,11652,220,0501780782,547,2013-10-17,driver
1943,11658,706,0506704148,81,2016-07-08,sniper
1944,11664,429,0506044861,270,2018-02-23,driver
1945,11670,476,0506885295,389,2012-08-03,anti-air
1946,11676,764,0507618115,978,2015-12-14,grandes
1947,11682,302,0503650490,946,2015-07-01,commander
1948,11688,590,0508267933,740,2017-10-18,anti-air
1949,11694,341,0505809611,526,2018-09-12,scout
1950,11700,287,0507808725,294,2015-06-03,heavy machine-gun
1951,11706,500,0507626608,36,2014-10-22,anti-air
1952,11712,603,0505721567,364,2014-08-09,heavy machine-gun
1953,11718,247,0508487304,888,2016-05-27,driver
1954,11724,655,0504190068,947,2015-07-10,anti-air
1955,11730,629,0507142371,501,2017-02-20,heavy machine-gun
1956,11736,258,0502715243,653,2015-04-20,communication
1957,11742,472,0508242234,407,2018-09-25,explosives
1958,11748,284,0506154911,968,2016-12-15,medic
1959,11754,562,0505435072,94,2012-12-14,scout
1960,11760,528,0509842915,674,2018-10-17,explosives
1961,11766,409,0502058873,223,2018-06-27,scout
1962,11772,454,0509163090,781,2011-10-30,heavy machine-gun
1963,11778,478,0503854385,883,2011-11-12,heavy machine-gun
1964,11784,471,0506448339,860,2018-11-07,communication
1965,11790,452,0501711615,782,2018-09-29,communication
1966,11796,556,0508358445,737,2016-08-22,anti-air
1967,11802,768,0504760181,626,2017-03-22,heavy machine-gun
1968,11808,547,0503674448,250,2013-12-21,scout
1969,11814,395,0503451196,61,2019-03-13,communication
1970,11820,319,0502120494,73,2016-12-15,grandes
1971,11826,638,0509071150,711,2018-01-27,explosives
1972,11832,697,0502320155,530,2016-03-14,medic
1973,11838,416,0506719035,721,2018-12-09,sniper
1974,11844,653,0506887433,147,2013-10-26,communication
1975,11850,318,0501918060,71,2012-12-08,commander
1976,11856,347,0503008102,838,2012-09-25,anti-air
1977,11862,446,0501098173,286,2012-12-20,scout
1978,11868,388,0508382821,84,2013-08-30,heavy machine-gun
1979,11874,689,0501899086,394,2014-10-21,commander
1980,11880,561,0505222814,792,2018-03-25,scout
1981,11886,235,0501380866,149,2015-10-23,heavy machine-gun
1982,11892,777,0508633919,449,2016-09-03,grandes
1983,11898,385,0503243541,142,2015-04-15,explosives
1984,11904,259,0504956267,549,2014-11-02,driver
1985,11910,663,0502257528,159,2015-07-27,heavy machine-gun
1986,11916,693,0504436401,703,2016-06-08,medic
1987,11922,540,0501402879,676,2016-10-31,anti-air
1988,11928,273,0507980381,741,2016-07-22,explosives
1989,11934,713,0504206407,15,2016-02-15,scout
1990,11940,261,0503798686,552,2013-11-30,heavy machine-gun
1991,11946,293,0509994729,318,2013-01-04,anti-air
1992,11952,312,0502310773,949,2017-05-02,anti-air
1993,11958,419,0509979040,295,2018-03-24,medic
1994,11964,761,0509813222,527,2016-11-18,sniper
1995,11970,412,0506806242,137,2017-04-22,sniper
1996,11976,531,0502185776,642,2014-12-19,explosives
1997,11982,393,0503470537,646,2018-01-28,scout
1998,11988,622,0504440314,185,2015-05-28,explosives
1999,11994,307,0507102816,903,2012-04-22,medic
2000,12000,748,0507986535,725,2017-05-01,communication
2001,12006,500,0501769463,653,2014-11-28,communication
2002,12012,705,0502122438,10,2019-01-23,heavy machine-gun
2003,12018,644,0501774575,114,2017-09-02,scout
2004,12024,456,0501576239,568,2015-07-19,scout
2005,12030,630,0501254781,87,2018-06-07,scout
2006,12036,582,0508653993,583,2016-08-25,commander
2007,12042,755,0503156774,232,2013-02-18,heavy machine-gun
2008,12048,215,0507650586,870,2015-03-03,sniper
2009,12054,245,0509758420,654,2017-08-06,medic
2010,12060,255,0508893578,742,2013-12-20,sniper
2011,12066,408,0507267992,428,2018-02-10,anti-air
2012,12072,450,0503172563,838,2012-06-26,heavy machine-gun
2013,12078,454,0504908708,559,2013-05-14,communication
2014,12084,310,0502184718,600,2016-01-16,heavy machine-gun
2015,12090,343,0501916334,309,2012-03-14,driver
2016,12096,531,0508089014,737,2016-01-16,explosives
2017,12102,609,0502146269,692,2012-01-01,heavy machine-gun
2018,12108,559,0504826853,181,2014-03-22,communication
2019,12114,423,0507665591,736,2017-10-25,driver
2020,12120,748,0507064755,511,2015-06-27,explosives
2021,12126,775,0501258734,974,2017-11-04,sniper
2022,12132,331,0508085129,321,2016-10-22,sniper
2023,12138,687,0507955038,166,2015-01-15,medic
2024,12144,313,0505597263,88,2015-12-29,commander
2025,12150,672,0509318857,305,2018-05-03,medic
2026,12156,550,0504168375,882,2013-10-28,driver
2027,12162,716,0502599215,886,2011-12-24,heavy machine-gun
2028,12168,795,0503959430,874,2015-11-29,driver
2029,12174,326,0505114204,415,2017-07-19,communication
2030,12180,754,0501261539,788,2014-09-06,sniper
2031,12186,306,0507020050,367,2013-04-05,explosives
2032,12192,511,0501560434,256,2016-08-29,anti-air
2033,12198,349,0502797398,959,2016-07-16,medic
2034,12204,783,0508684194,35,2016-07-27,grandes
2035,12210,798,0509569255,207,2018-07-03,driver
2036,12216,506,0506865768,21,2016-02-14,commander
2037,12222,402,0505259582,42,2017-10-18,grandes
2038,12228,606,0504219861,163,2013-01-17,commander
2039,12234,467,0503938759,724,2018-05-07,explosives
2040,12240,208,0504349472,604,2016-11-12,communication
2041,12246,457,0508898138,506,2015-09-29,commander
2042,12252,678,0509655691,570,2013-02-16,anti-air
2043,12258,782,0501288416,80,2013-03-15,medic
2044,12264,746,0509913481,59,2016-01-28,commander
2045,12270,263,0502355500,124,2013-03-31,communication
2046,12276,746,0504244346,189,2016-01-16,heavy machine-gun
2047,12282,229,0509474762,440,2015-01-30,communication
2048,12288,471,0506300238,501,2016-11-23,explosives
2049,12294,246,0504134395,951,2018-09-13,scout
2050,12300,251,0502134042,282,2012-06-21,explosives
2051,12306,341,0509984841,130,2013-07-28,communication
2052,12312,524,0501489229,446,2016-11-02,scout
2053,12318,258,0501859099,507,2016-04-04,driver
2054,12324,420,0504770344,187,2015-09-14,anti-air
2055,12330,372,0505605011,330,2015-08-08,driver
2056,12336,235,0502154812,262,2016-01-04,heavy machine-gun
2057,12342,552,0507008945,159,2016-11-05,grandes
2058,12348,458,0507646734,117,2019-02-19,medic
2059,12354,671,0504207366,507,2018-02-06,communication
2060,12360,642,0507899251,583,2019-01-25,scout
2061,12366,371,0503323822,982,2012-04-13,heavy machine-gun
2062,12372,796,0502460051,888,2014-02-01,grandes
2063,12378,672,0505932614,57,2014-09-11,communication
2064,12384,735,0509848517,604,2017-09-18,explosives
2065,12390,578,0507253987,341,2017-06-15,grandes
2066,12396,748,0504268439,433,2018-10-28,explosives
2067,12402,539,0504924556,635,2016-07-19,heavy machine-gun
2068,12408,615,0501742479,525,2016-09-21,grandes
2069,12414,375,0505563527,167,2014-07-25,driver
2070,12420,285,0507094519,313,2013-10-19,medic
2071,12426,385,0505367008,487,2019-02-18,communication
2072,12432,651,0509901168,309,2015-12-21,commander
2073,12438,755,0509427157,624,2014-01-03,anti-air
2074,12444,434,0507791792,879,2013-06-28,medic
2075,12450,266,0504319041,71,2018-02-15,medic
2076,12456,759,0501479516,972,2017-07-18,driver
2077,12462,589,0504410028,746,2017-11-06,grandes
2078,12468,208,0507835145,160,2017-10-21,grandes
2079,12474,646,0506897202,1,2017-07-04,commander
2080,12480,634,0509540925,898,2019-03-15,driver
2081,12486,416,0509577299,235,2011-11-15,communication
2082,12492,707,0509191808,214,2012-09-19,driver
2083,12498,231,0506094862,368,2015-08-05,anti-air
2084,12504,555,0508027781,742,2014-02-26,explosives
2085,12510,659,0506191129,517,2016-02-21,sniper
2086,12516,415,0504802998,102,2013-06-21,driver
2087,12522,580,0507062985,462,2013-12-16,anti-air
2088,12528,552,0509005933,654,2016-03-17,grandes
2089,12534,726,0507517286,8,2014-04-06,communication
2090,12540,316,0504645334,790,2017-04-29,grandes
2091,12546,718,0502288894,985,2018-07-22,grandes
2092,12552,545,0508217518,954,2012-03-26,sniper
2093,12558,271,0501737627,850,2017-01-03,sniper
2094,12564,233,0502054546,104,2017-12-11,grandes
2095,12570,653,0507642324,271,2014-06-13,commander
2096,12576,790,0501688326,451,2014-06-03,anti-air
2097,12582,717,0504979427,306,2016-03-22,medic
2098,12588,378,0508269353,276,2015-11-22,scout
2099,12594,595,0509326625,476,2016-05-27,heavy machine-gun
2100,12600,691,0508541677,795,2012-05-22,commander
2101,12606,784,0508874715,230,2012-02-04,sniper
2102,12612,652,0508522387,96,2015-06-16,scout
2103,12618,246,0505422158,959,2016-09-03,sniper
2104,12624,704,0506323539,492,2013-01-04,communication
2105,12630,669,0507685830,994,2015-05-02,sniper
2106,12636,779,0505357318,898,2017-03-15,heavy machine-gun
2107,12642,528,0501570497,61,2017-03-27,commander
2108,12648,760,0503465315,497,2013-06-13,commander
2109,12654,585,0507745177,327,2014-09-10,communication
2110,12660,406,0507406411,600,2015-10-11,sniper
2111,12666,397,0502802293,429,2015-06-07,medic
2112,12672,397,0508658757,568,2013-10-16,communication
2113,12678,608,0506491062,662,2012-02-13,heavy machine-gun
2114,12684,650,0504935450,654,2016-05-19,anti-air
2115,12690,746,0508103836,489,2012-07-20,medic
2116,12696,427,0501984364,142,2019-02-11,communication
2117,12702,666,0501653510,926,2018-12-22,communication
2118,12708,621,0503272677,401,2015-05-22,grandes
2119,12714,588,0501241802,241,2012-08-02,grandes
2120,12720,619,0502771581,675,2015-07-08,sniper
2121,12726,686,0504520142,922,2013-10-03,grandes
2122,12732,341,0502726739,990,2016-01-07,communication
2123,12738,773,0504770838,627,2016-11-15,medic
2124,12744,444,0506506149,677,2018-12-16,sniper
2125,12750,352,0507074018,171,2015-01-06,communication
2126,12756,286,0509382489,734,2015-07-18,explosives
2127,12762,460,0507502576,774,2017-09-21,anti-air
2128,12768,368,0508655603,787,2014-01-13,communication
2129,12774,591,0501758738,398,2018-06-01,driver
2130,12780,242,0501729101,548,2013-07-17,sniper
2131,12786,582,0502183471,321,2018-11-16,sniper
2132,12792,205,0505526300,87,2018-02-21,communication
2133,12798,444,0505404438,837,2014-07-01,commander
2134,12804,406,0506805378,584,2018-10-01,medic
2135,12810,347,0501991645,412,2012-02-19,anti-air
2136,12816,204,0502797793,961,2012-10-13,scout
2137,12822,287,0502947230,180,2015-01-14,scout
2138,12828,522,0509411188,379,2012-08-28,heavy machine-gun
2139,12834,508,0504528820,332,2014-11-26,scout
2140,12840,398,0509633202,646,2018-08-16,anti-air
2141,12846,302,0503971759,510,2017-11-06,medic
2142,12852,292,0507926672,126,2017-09-08,medic
2143,12858,587,0505271305,743,2015-12-21,medic
2144,12864,705,0503450163,795,2017-11-24,sniper
2145,12870,731,0502214321,46,2015-01-30,commander
2146,12876,733,0506797831,340,2018-04-20,driver
2147,12882,468,0507311694,627,2017-10-23,communication
2148,12888,465,0508469870,1,2015-04-27,grandes
2149,12894,558,0504613164,818,2014-04-20,medic
2150,12900,621,0505329029,683,2014-06-29,heavy machine-gun
2151,12906,558,0501827512,339,2018-11-04,communication
2152,12912,397,0507994194,800,2012-12-27,sniper
2153,12918,772,0509758090,798,2018-01-11,heavy machine-gun
2154,12924,208,0507338831,436,2016-06-10,explosives
2155,12930,265,0508136570,103,2012-10-11,scout
2156,12936,781,0507139581,689,2017-07-04,sniper
2157,12942,746,0506901399,542,2016-12-04,anti-air
2158,12948,247,0508260140,208,2016-10-31,sniper
2159,12954,629,0503853241,574,2012-03-19,sniper
2160,12960,432,0504529741,379,2016-11-22,sniper
2161,12966,742,0503189734,942,2017-03-20,sniper
2162,12972,770,0509483027,947,2012-07-12,grandes
2163,12978,345,0504656700,121,2015-02-09,scout
2164,12984,419,0503957246,570,2018-05-17,grandes
2165,12990,672,0506718126,529,2016-05-19,explosives
2166,12996,702,0509980097,281,2014-02-10,driver
2167,13002,759,0503365542,556,2018-11-24,explosives
2168,13008,771,0501187667,6,2015-09-17,explosives
2169,13014,288,0508987483,968,2014-08-13,heavy machine-gun
2170,13020,246,0502744209,1,2017-01-15,driver
2171,13026,461,0503569769,672,2015-12-06,heavy machine-gun
